0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.18139938,0.2701008,-0.23269628,0.3153185,0.48766387,0.12774873,-0.019709792,-1.59252,-0.13686366,0.08247833,-0.6638212,-0.31097257,-0.2438274,0.31269562,-0.16843349,0.33466026
-0.58492297,0.108465545,1.3828055,-0.253528,0.11352089,-0.76544523,-1.3467938,-0.14975056,0.35365093,0.22490293,0.29050845,-0.5965158,0.15377755,-0.03934122,0.10113672,0.04355563
-0.12283106,0.21139096,-0.13618383,-1.1250588,0.829138,0.13966534,0.5099624,-0.56467783,0.31570303,-0.2818305,-1.2791198,-0.27430782,-0.17070064,0.7280625,-0.70405114,0.059594586
-0.20431232,-0.33623597,1.5374298,-0.15634835,-0.25627506,-0.20019288,-1.1080378,-0.509943,0.07226964,0.3787952,0.0061161816,-0.10424315,-0.12250889,-0.5895052,0.23493442,-0.23295018
-0.4001102,0.13482228,1.5317045,-0.06355057,-0.1935098,-0.25091708,-1.2354704,0.042748615,-0.065457895,0.2586371,0.52420086,-0.2557794,0.3331583,-0.55918527,-0.33992818,0.07477299
-0.45941418,-0.32651272,1.5174534,0.041459333,0.14779028,-0.43878305,-0.8437356,0.40216237,0.28138098,0.28387737,0.49019164,-0.20059296,0.25924003,-0.07383542,-0.06863639,-0.6062753
0.71157986,-0.0030259788,1.0280546,-0.38352644,-0.54586554,0.24712534,-0.59982455,-0.026735678,-0.259508,-0.5113795,-0.13726747,0.36377287,-1.3455253,0.7206157,0.8557523,-0.5010294
0.12683058,-0.026250944,0.19579977,0.029233158,-0.38302195,-0.7879663,0.14845905,0.94106525,0.8976536,0.82293546,-0.6176777,0.5572212,-0.6743995,0.28630888,0.3412872,0.3816584
0.26928148,0.44172344,0.23436956,-0.23011947,-0.41282403,1.1075846,-0.5399198,-0.037939854,-0.27695313,-0.08372231,0.026167154,0.8952341,-1.040686,-0.15358944,0.3822248,-0.14833792
0.12203045,0.43555915,-0.26123703,-0.27085215,-0.021548584,1.143599,-0.049162537,0.10795374,0.6469596,-0.006238632,-0.030288637,1.483147,-0.097431645,-0.6209825,0.27681562,-0.7339579
