0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-5.2969427e-37,-0.964047,-1.1468403e-11,0.9612649,-484.75098,-0.9744373,-1.8470978e-31,-1.0727074,-6.810118e+37,-0.95440245,4346643000.0,-0.92983687,-2526.5073,0.93328965,1.9032495e+26,0.9376449,-733875.25,1.0274324,-5365096000000000.0,0.9718551,3.9478937e-33,-1.03999,-1715754.4,-1.0715832,-1.0538116e+29,1.0395247,221946.89,-1.0458709,2.388963e-32,0.9187769,-2.4550185e+33,-0.90226054
5.2432662e-11,0.9864866,-8.238935e-31,1.1756897,1.9211385e-15,1.0295547,1.969681e+18,0.99544054,,1.2025994,4.408643e-05,-1.2162025,-19027603000000.0,1.0799475,1.4993036e-30,-1.0329801,2807581500000000.0,-1.0039632,-2.7306693e-11,0.83875805,-6.4078475e+34,0.96941495,-489.4801,-0.52756536,7194311000.0,0.978595,3.1297051e+18,-1.0853491,-148774580000.0,1.1009676,197081220.0,1.0851269
-2.8513143e+29,1.0466335,1.7581852e+27,1.0422791,6.8544654e-16,-0.8773606,3.7604372e+34,1.0113945,1.6403109e-27,1.2087635,2.537575e-19,0.98383856,1.2515076e+19,-1.1240671,-8.689377e-25,1.0609338,5.6621967e+23,0.9667651,2.0695664e+31,-1.0809879,1.124954e-10,1.0818655,-8.0049787e+31,0.949195,-24637098000.0,1.074896,-7.986548e+21,-1.0154719,7.507623e-09,-1.198421,-110.48079,1.1657279
-7.307972e-22,1.1090608,0.0006942986,1.025521,-1.28129155e+36,0.9782345,1.8065324e+16,1.0904464,889700030.0,-0.9493631,-2.8701012e-37,1.0890449,1.7284247e-12,-0.9228657,6.2427895e-32,1.1372843,5.559274e-10,1.107867,8.5487064e+21,-1.1270909,4.7425046e-32,0.87187797,30168402000.0,-1.034915,-2.448497e-16,-1.1599947,2.7044662e-20,1.205428,-382377650000000.0,1.1547978,-6.6055953e+22,-1.087514
-2.855953e-16,0.9369809,-16862144.0,0.78743184,3.3096176e-29,1.0212711,213922800000000.0,1.0330713,-1.3849804e-23,1.1003155,1.2240003e+24,0.9493735,-6382.8125,0.99259907,0.091402695,0.63297695,-236872980.0,1.0942614,2.4592424e+26,1.0098559,-3.4101391e+22,0.9010313,-17962463000000.0,0.67635065,6.152475e-20,-1.172843,-1.0830916e-28,0.82289654,2.6550982e-17,0.9898476,22927.75,0.9271947
5.3826016e+19,0.90507364,91890760000.0,-1.0155795,-2.0884068e+36,-0.8205543,1.9988794e+18,1.001954,-3.777275e-20,-0.9474051,-6926.3657,1.0052919,-6.244649e-32,1.0744653,-1.4017918e-31,0.84830356,-1.135156e+28,0.763902,-2.1687275e-07,1.0156857,4.2419064e-34,-1.0558287,-1.3947744e-37,0.82638943,2.4984954e-22,1.029101,1.2833953e-24,0.9158364,-1.5006717e-29,1.1136063,4.847957e-31,-0.7003006
-4.750528e+32,-1.003019,1192221700.0,-0.8932935,4.527156e-23,-1.0138559,-5.595443e-11,1.2071623,1.3198736e+21,1.1163881,3.136673e+31,-0.99493694,532468040000.0,-1.16367,1.093401e+23,-1.221718,1.737902e+35,-0.8756158,1.332421e-35,0.92246234,-9.950148e+29,-0.8248973,2486.956,1.0194075,-187084.02,-1.0783993,-8.3013954e-17,-1.1076076,-83402430000.0,0.74130803,8.4320376e-13,-0.985454
-0.018019212,0.8257353,-2.8225334e+28,0.86425173,1.9368729e-27,-1.0348792,-5.352191e-31,1.1119046,314848.75,0.96972597,-8.7624605e+24,1.0037982,0.00023044318,1.0181782,4.5453837e+36,-1.1626129,-2.5874884e+25,-0.973673,1.0789436e+29,-0.9402179,-2.5755238e+35,-0.8940295,8.246317e-12,1.06084,3.0865994e+25,-0.6289419,12553.552,-1.0583566,-7.001118e+22,-0.8837242,1.02694195e-19,-1.0125977
5.6656334e-18,0.7897305,-5.9589905e-32,-0.84722817,1.3192672e-36,-0.9032798,4.3552925e+23,-1.1339542,9.6040253e-35,0.97226113,-1.8901394e+21,1.1195555,7.239009e-32,0.91091436,3.5218824e-35,1.1092583,1.2137033e-24,-0.97751725,5.7258893e+32,1.082532,1.0163135e-30,0.95736855,8715975500000.0,-1.1464005,-2.4848025e+28,-0.9026731,-1.1987986e+32,0.97747546,-1.7113039e-23,-0.9384609,-6.101762e+34,-0.97514606
-8.424135e-37,-1.001763,-9756418000000000.0,1.0608462,9.994433e+35,1.1307243,-1.72626e-08,0.9536198,-2.900109e+32,0.7713177,1.8241446e-37,0.94144326,2.0186653e+31,-0.94464827,1.9780364e+30,-1.1275983,-1.7285094e+30,-1.0282211,-1.7749177e+16,-0.99141514,-2.4010391e+17,-1.105318,-65347730000.0,1.0139776,-3.070039e-17,1.0824481,-62.826633,-0.6536909,1.9159084e+26,1.0758505,-1.234158e-29,0.94895357
